date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2021-01-07,Beit Iksa,al-Quds,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2021-01-07,Beit Iksa,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-07,Beit Iksa,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-07,Beit Iksa,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-06,Bidya,Salfit,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-05,a-Nabi Samwil,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-05,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-01-04,'Anata,al-Quds,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-12-29,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,Haris,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,Nahhalin,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,al-Khalediah,Hebron,west-bank,1,19,10,Residental,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-29,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-29,al-Khalediah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-28,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-21,Abu Dis,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-21,a-Simiya,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-21,a-Simiya,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-21,a-Simiya,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-15,Suba,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-14,a-Zar'i (Za’atrah),al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-12-14,a-Zar'i (Za’atrah),al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-12-14,Abu a-Nuwar,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-12-14,a-Zar'i (Za’atrah),al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-10,Huwarah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-09,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-09,Shebtin,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-08,a-Simiya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-12-08,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-08,Ras 'Ein al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-07,al-Maniyah,Bethlehem,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2020-12-07,al-Maniyah,Bethlehem,west-bank,1,11,8,Residental,Demolition on the pretext of unlawful construction
2020-12-07,al-Maniyah,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-03,Deir Dobwan,Ramallah and al-Bira,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-02,Jit,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Burqah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Sabastiya,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-12-01,Sabastiya,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-30,al-Khader,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-30,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-30,Halhul,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-30,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Fasayil,Jericho,west-bank,2,9,4,Residental,Demolition on the pretext of unlawful construction
2020-11-25,Fasayil,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Fasayil,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-25,al-Jiftlik,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-25,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Kh. Sarurah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,a-Rakeez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Fasayil,Jericho,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Kh. Khilet a-Dabe',Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-11-25,Fasayil,Jericho,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,Kh. Khilet a-Dabe',Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-11-25,Kh. Jenbah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-25,a-Rakeez,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-11-17,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-17,al-Farisiyah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-17,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-17,Kh. 'Atuf,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-17,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-16,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-16,Deir Sharaf,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-16,Kh. a-Nahlah,Bethlehem,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-11-16,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-12,al-Walajah,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-10,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-10,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-09,Deir Dobwan,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,9,6,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,9,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,8,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,11,6,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,10,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,2,11,4,Residental,Demolition on the pretext of unlawful construction
2020-11-03,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-02,Rujeib,Nablus,west-bank,2,7,4,Residental,Demolition of houses as punishment
2020-11-02,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-11-02,Kh. Susiya,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-11-02,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-28,Maghayir al-'Abid,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-28,Kh. Jubara,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-28,Kh. Jubara,Tulkarm,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-28,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-28,Wadi Abu al-Hindy,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-10-28,al-Muntar,al-Quds,west-bank,1,6,3,Residental,Demolition on the pretext of unlawful construction
2020-10-28,al-Muntar,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-10-27,Kh. a-Samiah,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-27,Birin,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-10-27,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-26,a-Taybah,Jenin,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-10-21,Ya'bad,Jenin,west-bank,0,0,0,Residental,Demolition of houses as punishment
2020-10-21,al-Jiftlik,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-10-21,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-21,al-Khader,Bethlehem,west-bank,1,12,8,Residental,Demolition on the pretext of unlawful construction
2020-10-21,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-21,Nahhalin,Bethlehem,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-10-21,Nahhalin,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-20,Beit Surik,al-Quds,west-bank,2,5,2,Residental,Demolition on the pretext of unlawful construction
2020-10-20,Beit Surik,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-19,al-Farisiyah,Tubas,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-10-19,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-19,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-18,Kh. al-Fakhit,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-18,a-Rakeez,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-10-18,Kh. al-Fakhit,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-10-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-10-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-30,She'b al-Batem,Hebron,west-bank,1,10,8,Residental,Demolition on the pretext of unlawful construction
2020-09-30,a-Rakeez,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-09-30,a-Rakeez,Hebron,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2020-09-30,She'b al-Batem,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-09-30,a-Rakeez,Hebron,west-bank,1,6,3,Residental,Demolition on the pretext of unlawful construction
2020-09-30,al-Jiftlik,Jericho,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-09-30,Fasayil,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-09-30,Fasayil,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-30,Fasayil,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-09-30,a-Rakeez,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-09-30,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-29,Kh. Yarza,Tubas,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2020-09-29,Huwarah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-29,Kh. Yarza,Tubas,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-09-29,Qalandia,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-29,Kh.Jib'it,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-24,Kisan,Bethlehem,west-bank,1,5,1,Residental,Demolition on the pretext of unlawful construction
2020-09-24,Kisan,Bethlehem,west-bank,1,11,0,Residental,Demolition on the pretext of unlawful construction
2020-09-24,Kisan,Bethlehem,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-09-24,Kisan,Bethlehem,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2020-09-23,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Kh. Jubara,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Deir Samit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Ni'lin,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-23,Deir Samit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-17,Halhul,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-17,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-17,Bidya,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-17,Beit Sira,Ramallah and al-Bira,west-bank,2,6,4,Residental,Demolition on the pretext of unlawful construction
2020-09-17,Beit Sira,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-17,Bethlehem,Bethlehem,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-09-10,Farasin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-03,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,6,1,Residental,Demolition on the pretext of unlawful construction
2020-09-02,Kh. Jenbah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-02,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-09-02,Kh. Jenbah,Hebron,west-bank,1,8,0,Residental,Demolition on the pretext of unlawful construction
2020-09-02,Kh. Jenbah,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-08-27,'Araba,Jenin,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-25,Fasayil,Jericho,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-08-25,Fasayil,Jericho,west-bank,1,5,2,Residental,Demolition on the pretext of unlawful construction
2020-08-25,Fasayil,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-25,Wadi a-Siq,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-25,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,8,0,Residental,Demolition on the pretext of unlawful construction
2020-08-25,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-25,Ras 'Ein al-'Aujah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-08-24,Kisan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-20,Kh. 'Atuf,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-19,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-11,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-11,Maghayir al-'Abid,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-10,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-10,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-10,Kh. Zakaria,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-08-10,Farasin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-10,Farasin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-08,Kh. 'Allan,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-08,Kh. 'Allan,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-06,Kh. Zakaria,Bethlehem,west-bank,1,8,1,Residental,Demolition on the pretext of unlawful construction
2020-08-06,Kh. Wadi Ejheish,Hebron,west-bank,1,10,8,Residental,Demolition on the pretext of unlawful construction
2020-08-05,a-Za'ayem,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-05,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,6,3,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-08-04,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,Rantis,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,Kisan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,Kisan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,Husan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-08-04,Rantis,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-28,al-Khader,Bethlehem,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2020-07-28,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-28,Abu al-Hilu,East Jerusalem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-07-23,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-21,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-21,Birin,Hebron,west-bank,1,10,6,Residental,Demolition on the pretext of unlawful construction
2020-07-21,Qarawat Bani Hassan,Salfit,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-07-20,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-16,Kh. Lasefar,Hebron,west-bank,1,9,5,Residental,Demolition on the pretext of unlawful construction
2020-07-15,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-15,Beit Mirsim,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-15,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-14,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-14,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-13,Nazlat 'Isa,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-13,Nazlat 'Isa,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-13,Shufah,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-13,Shufah,Tulkarm,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
